"plot","census","dominant_PFT","acom","bcom","ccom","minDBHcom","maxDBHcom","maxDBHdead","pattern","nb_trees","nb_deaths"
"T1007","2020-2025","EB-tree",-4.38439341658614,-0.0206803951294837,0.176256808238778,1.01859163578813,48.70141258612,21.0084524881302,"Unimodal",228,16
"T1008","2020-2025","EB-tree",-2.61051971961996,0.0869114306973511,-1.74989497521124,0.986760647169751,46.3140884397415,23.0774667483248,"U-shaped",275,28
"T1009","2020-2025","EB-tree",-4.3003219837581,0.0203514134613265,-0.0579388468744636,1.01859163578813,48.1921167682259,29.3163405175271,"U-shaped",254,18
"T1010","2020-2025","DB-tree",-2.9442171685647,0.0820861428436137,-1.4811165734673,1.11408460164327,42.2715528852074,17.1569028653063,"U-shaped",253,21
"T1011","2020-2025","DB-tree",-4.27128624040777,-0.0133147275020044,0.214181306949292,1.05042262440651,49.0197224723038,20.7856355678015,"Unimodal",343,28
"T1012","2020-2025","EB-tree",-3.07308032479102,-0.262282573851271,0.43576519960371,1.01859163578813,36.8921158087013,9.64478955136886,"Unimodal",548,82
"T1013","2020-2025","EB-tree",-2.84327470630784,0.139332964540355,-1.52858956733535,1.05042262440651,44.2450741795469,44.2450741795469,"U-shaped",442,51
"T1014","2020-2025","EB-tree",-2.93373597765447,-0.0354827876539223,-0.290774648748821,1.05042262440651,48.70141258612,17.5388747287269,"Declined",447,72
"T1015","2020-2025","EB-tree",-2.79056399832249,-0.324795298581984,0.290814184010537,1.01859163578813,37.5287355810689,10.40873327821,"Declined",624,95
"T1016","2020-2025","EB-tree",-2.87538118573769,-0.0321811976487555,-0.543611556498497,0.986760647169751,44.085919236455,14.5149308099809,"Declined",602,91
"T1017","2020-2025","EB-tree",-2.497874743317,0.0109477739679187,-0.80320776503237,1.01859163578813,38.6746511713306,20.5309876588545,"Declined",504,97
"T1018","2020-2025","EB-tree",-2.36274659488598,-0.0196910254577652,-0.515444606058756,0.954929658551372,35.014087480217,14.4830998213625,"Declined",494,117
"T1019","2020-2025","EB-tree",-1.74039371482154,-0.129866307953276,-0.0660190377373274,0.954929658551372,38.3245102965284,15.9154943091895,"Declined",651,265
"T1020","2020-2025","EB-tree",-2.23778058914571,-0.0268714659380836,-0.391664272051222,1.01859163578813,32.1492985045629,26.9608473597671,"Declined",432,124
"T1101","2020-2025","EB-tree",-2.47925708708931,0.0295105160060664,-0.736699426419086,1.01859163578813,65.8901464400447,35.3323973664008,"U-shaped",321,65
"T1102","2020-2025","EB-tree",-2.88643809162109,-0.0949961259731064,0.000716470903258853,0.954929658551372,40.4890175225782,16.1064802408998,"Declined",316,55
"T1103","2020-2025","DB-tree",-2.28403736177769,0.200468908366046,-2.35367334680636,1.01859163578813,37.4014116265954,31.3535237891034,"U-shaped",290,38
"T1104","2020-2025","EB-tree",-2.86263724504674,0.0245998072372783,-0.87761180945935,1.01859163578813,46.3459194283599,15.278874536822,"U-shaped",196,24
"T1105","2020-2025","EB-tree",-2.58057262477816,0.0655775167048965,-1.08234218310159,1.01859163578813,35.3642283550191,15.4698604685322,"U-shaped",158,23
"T1106","2020-2025","EB-tree",-1.84365961925198,-1.43965964919239,2.04898938759429,1.05042262440651,59.2693008074218,5.41126806512444,"Unimodal",232,22
"T1107","2020-2025","DB-tree",-3.47450533525838,-0.411328559757167,0.928047997621881,1.11408460164327,42.4307078282993,7.63943726841098,"Unimodal",234,20
"T1108","2020-2025","EB-tree",-3.55998843769512,-0.0719878172771835,-0.346074687162996,1.01859163578813,39.47042588679,14.4194378441257,"Declined",304,25
"T1109","2020-2025","EB-tree",-3.14726343066773,-0.193100099004772,0.345971437291434,1.01859163578813,50.2929620170389,10.0267614147894,"Unimodal",241,33
"T1110","2020-2025","EB-tree",-4.11187080804178,-0.217540088135456,0.588091069169751,1.11408460164327,46.1549334966496,9.23098669932993,"Unimodal",280,19
"T1111","2020-2025","EB-tree",-3.6157979005021,0.032726126242841,-0.635083600616624,1.01859163578813,53.6352158219687,30.8760589598277,"U-shaped",348,28
"T1112","2020-2025","EB-tree",-3.94617676038463,-0.0739744092787511,0.124727420597729,0.986760647169751,34.6957775940332,12.76422643597,"Unimodal",319,26
"T1113","2020-2025","EB-tree",-2.15901536759259,0.193582968652206,-2.14846863511269,0.986760647169751,36.0008481273867,24.9873260654276,"U-shaped",447,68
"T1114","2020-2025","EB-tree",-2.81478021595658,-0.0627905533195426,-0.599533884124216,1.08225361302489,54.749300423612,16.3611281498468,"Declined",536,73
"T1115","2020-2025","EB-tree",-2.29540574477958,-0.0813765295738817,-0.983090780648589,1.01859163578813,38.7064821599489,11.4273249139981,"Declined",451,77
"T1116","2020-2025","EB-tree",-1.93820865844778,-0.525063249930393,-0.288770649133866,1.01859163578813,46.4095814055967,5.41126806512444,"Declined",509,82
"T1117","2020-2025","EB-tree",-2.85594309907581,-0.152792228145271,-0.11520370179735,0.986760647169751,45.1681728494799,11.8092967774186,"Declined",470,73
"T1118","2020-2025","EB-tree",-2.43716096386845,-0.00857324663243575,-0.359848400015733,1.11408460164327,39.9478907160657,33.7408479354818,"Declined",436,111
"T1119","2020-2025","EB-tree",-2.43609329433825,-0.148093174088039,0.0339598735415682,1.01859163578813,41.9532429990236,9.61295856275048,"Declined",538,133
"T1120","2020-2025","EB-tree",-2.0348879125116,0.0155524148542979,-0.670266348727311,0.954929658551372,32.4676083907466,32.4676083907466,"Declined",632,200
"T1201","2020-2025","EB-tree",-2.74050873924879,-0.969660584145434,1.83490221804039,1.01859163578813,67.4498648823453,5.92056388301851,"Unimodal",200,21
"T1202","2020-2025","EB-tree",-3.29486233245731,-0.0300332056364383,-0.534560261592038,1.01859163578813,42.4943698055361,18.3346494441863,"Declined",249,22
"T1203","2020-2025","EB-tree",-3.16166953945597,-0.134390291087805,0.00454179085401007,1.01859163578813,37.7515525013976,10.663381187157,"Declined",304,38
"T1204","2020-2025","EB-tree",-3.28333378165928,0.129467859120604,-1.49703964843369,1.01859163578813,49.6563422446713,29.6028194150925,"U-shaped",227,17
"T1205","2020-2025","EB-tree",-2.32595276884992,-0.0699847172964043,-1.102647858802,1.00267614147894,58.0915542285418,9.70845152860562,"Declined",369,45
"T1206","2020-2025","EB-tree",-2.43071954579353,0.0129128948580089,-1.36029007986125,1.05042262440651,54.4309905374282,21.7087342377345,"Declined",380,44
"T1207","2020-2025","DB-tree",-2.21067806369386,-0.234581543246417,-0.872566668139629,1.11408460164327,62.0704278058392,7.32112738222719,"Declined",236,26
"T1208","2020-2025","EB-tree",-2.8202304116018,-0.494577487523869,0.55772491081038,1.01859163578813,29.7301433695661,6.2388737692023,"Unimodal",152,14
"T1209","2020-2025","EB-tree",-3.57601045855673,-0.0391678334236593,0.074961582698401,1.01859163578813,54.2718355943363,22.2816920328653,"Unimodal",260,32
"T1210","2020-2025","EB-tree",-3.20027512045362,-0.37036558874238,0.83334417390213,1.01859163578813,39.9160597274474,11.2681699709062,"Unimodal",265,34
"T1211","2020-2025","EB-tree",-2.84802044641448,0.0851281822635393,-1.35091613683466,1.05042262440651,35.9053551615316,14.8014097075463,"U-shaped",376,37
"T1212","2020-2025","DB-tree",-2.92748534173787,-0.0991305561331464,-0.423480289407312,1.11408460164327,47.7464829275686,15.533522445769,"Declined",435,50
"T1213","2020-2025","EB-tree",-2.70433773756368,-0.00539254288917335,-1.01736473211185,1.11408460164327,43.4492994640874,12.5732405042597,"Declined",475,56
"T1214","2020-2025","EB-tree",-2.70830017256378,0.0915252008723982,-1.73022219227377,1.11408460164327,51.8845114479579,23.0456357597064,"U-shaped",409,36
"T1215","2020-2025","EB-tree",-3.58160591298896,-0.0561424662984598,-0.24703412235507,1.11408460164327,42.7490177144831,11.3000009595246,"Declined",287,23
"T1216","2020-2025","EB-tree",-2.82942346294705,0.0645340670805642,-1.2679616957721,1.01859163578813,45.5183137242821,15.278874536822,"U-shaped",333,35
"T1217","2020-2025","DB-tree",-2.47596899041384,-0.0151255252615192,-0.577826035438576,1.01859163578813,44.1495812136918,9.45380361965858,"Declined",366,78
"T1218","2020-2025","EB-tree",-2.28724939313149,-0.0388758996415379,-0.389114515328875,1.01859163578813,31.067044891538,20.5309876588545,"Declined",357,93
"T1219","2020-2025","EB-tree",-2.94883618373477,-0.228991856705514,0.520835174698259,1.08225361302489,30.5577490736439,9.13549373347479,"Unimodal",476,88
"T1220","2020-2025","EB-tree",-2.35982388004759,-0.305761134923637,0.330865307640258,1.01859163578813,39.6295808298819,15.1197195937301,"Unimodal",569,129
"T1301","2020-2025","EB-tree",-1.42302105403128,-0.0022757459242826,-0.687770341504371,1.05042262440651,58.4098641147256,32.9450732200223,"Declined",125,51
"T1302","2020-2025","EB-tree",-2.25651765810391,-0.0241060055055526,-0.937770043170252,1.08225361302489,62.7070475782068,12.3185925953127,"Declined",291,51
"T1303","2020-2025","EB-tree",-2.33934230967846,0.0429691901725488,-1.3171537161638,1.01859163578813,58.2507091716337,12.4140855611678,"U-shaped",397,64
"T1304","2020-2025","EB-tree",-3.47531906550311,-0.168480590621665,0.318239740736933,1.11408460164327,58.5053570805807,10.5042262440651,"Unimodal",334,37
"T1305","2020-2025","EB-tree",-2.94772209661784,0.0260053355896308,-1.1367588107901,1.11408460164327,56.6591597407147,15.1197195937301,"U-shaped",356,32
"T1306","2020-2025","EB-tree",-2.67863625377262,0.019629349956084,-0.989507594794846,1.01859163578813,69.4552171653031,13.6236631286662,"U-shaped",282,39
"T1307","2020-2025","DB-tree",-2.52754655372189,-1.17761063414547,1.93313931906981,1.11408460164327,77.0309924564773,5.09295817894065,"Unimodal",211,16
"T1308","2020-2025","EB-tree",-2.80716718854541,-0.132228833609043,-0.5810608024282,0.986760647169751,70.0281749604339,8.40338099525207,"Declined",328,33
"T1309","2020-2025","EB-tree",-3.60702071960234,0.110549168529294,-0.978556238639102,1.05042262440651,41.2211302608009,28.966199642725,"U-shaped",276,21
"T1310","2020-2025","EB-tree",-2.8154957516528,0.0473660171896123,-1.09425526149597,1.14591559026165,54.749300423612,22.504508953194,"U-shaped",152,16
"T1311","2020-2025","DB-tree",-2.38961706245505,-0.365075259409722,-0.756413052105955,1.01859163578813,48.3831026999362,5.60225399683472,"Declined",329,27
"T1312","2020-2025","DB-tree",-2.47777382222526,-0.190928692933681,-0.553934240108496,1.11408460164327,49.0197224723038,7.32112738222719,"Declined",427,53
"T1313","2020-2025","DB-tree",-3.00877714431493,0.0350263260079827,-0.973129199646324,1.01859163578813,46.0912715194129,18.3983114214231,"U-shaped",407,43
"T1314","2020-2025","EB-tree",-2.26197165323303,0.116309177958878,-1.41831147470205,1.08225361302489,36.0963410932419,23.2684526800351,"U-shaped",309,52
"T1315","2020-2025","EB-tree",-2.23363515682179,-0.00258000292159979,-0.919101265402594,1.11408460164327,41.8259190445501,14.355775866889,"Declined",298,54
"T1316","2020-2025","EB-tree",-4.01623856560327,-0.108304887234215,0.591804479508317,1.08225361302489,54.4309905374282,13.4645081855743,"Unimodal",469,50
"T1317","2020-2025","EB-tree",-2.73613552927595,0.0581066979211236,-1.25721453629272,1.01859163578813,37.4014116265954,17.379719785635,"U-shaped",500,70
"T1318","2020-2025","EB-tree",-2.37812996068162,-0.0811381473718985,-0.481777981139881,0.986760647169751,44.5952150543491,20.0853538181972,"Declined",451,94
"T1319","2020-2025","EB-tree",-2.65666827714689,-0.251567621235323,0.191418476658477,1.01859163578813,30.0484532557498,12.6050714928781,"Declined",631,113
"T1320","2020-2025","EB-tree",-2.16720385458761,-0.0539806255065853,-0.754242682358057,0.954929658551372,33.2633831062061,18.6211283417518,"Declined",657,150
"T1401","2020-2025","EB-tree",-2.5281126108156,0.0705790965981792,-1.3879818013652,1.01859163578813,51.05690574388,29.9529602898947,"U-shaped",206,26
"T1402","2020-2025","EB-tree",-2.26187487762267,-0.361343999295389,-0.367316717914849,1.01859163578813,52.3619762772336,7.13014145051691,"Declined",173,24
"T1403","2020-2025","EB-tree",-2.29652635168264,-0.828425860770014,1.89511224901296,1.11408460164327,81.7101477833791,5.88873289440013,"Unimodal",158,36
"T1404","2020-2025","EB-tree",-2.34909762113558,-0.0026077652731603,-0.80412280017517,1.01859163578813,67.8000057571474,16.8704239677409,"Declined",329,65
"T1405","2020-2025","EB-tree",-2.76806199949887,0.0132189924423381,-0.737976823876377,1.05042262440651,70.0281749604339,23.1092977369432,"U-shaped",345,50
"T1406","2020-2025","DB-tree",-2.24552340948909,0.114601484669043,-1.93339574915136,1.05042262440651,63.6938082253765,52.3619762772336,"U-shaped",265,34
"T1407","2020-2025","EB-tree",-2.25370625738487,0.14165302451419,-1.91525912318348,1.01859163578813,33.2952140948245,17.5707057173452,"U-shaped",252,39
"T1408","2020-2025","EB-tree",-2.23456703647031,0.110428296173087,-1.88028417404945,1.01859163578813,53.2850749471666,29.1571855744352,"U-shaped",261,38
"T1409","2020-2025","EB-tree",-2.74186096177513,-0.916265350623708,1.25267124692557,1.11408460164327,28.043100972792,5.41126806500001,"Unimodal",242,19
"T1410","2020-2025","EB-tree",-2.3666584002023,-0.0474653587471415,-1.28170857742976,1.01859163578813,55.0676103097958,8.0532401204499,"Declined",336,45
"T1411","2020-2025","EB-tree",-2.59504422627231,-0.111818631008816,-0.720396894149656,0.986760647169751,32.5949323452202,7.48028232531908,"Declined",377,53
"T1412","2020-2025","DB-tree",-2.31290789094641,0.0511042191486896,-1.34613347116475,1.01859163578813,52.903103083746,30.653242039499,"U-shaped",363,62
"T1413","2020-2025","EB-tree",-2.79750948764655,0.00834032879129296,-0.674941009947813,1.05042262440651,38.7701441371857,17.1887338539247,"Declined",242,33
"T1414","2020-2025","DB-tree",-3.34357591704365,-0.0377440696848156,-0.795125931130241,1.01859163578813,43.0673276006669,14.6740857530728,"Declined",186,13
"T1415","2020-2025","EB-tree",-3.08964975824641,-0.00978004585274675,-0.623850728730764,1.01859163578813,36.1281720818602,15.9154943091895,"Declined",429,47
"T1416","2020-2025","EB-tree",-2.81755665616689,0.0349878809441572,-0.653744456761589,1.01859163578813,40.9983133404722,32.499439379365,"U-shaped",504,88
"T1417","2020-2025","EB-tree",-2.80522130819436,-0.0486285901243401,-0.309568116082517,1.01859163578813,38.7064821599489,22.7273258735227,"Declined",523,94
"T1418","2020-2025","EB-tree",-2.36144230022915,-0.319201325875068,0.303984234805432,1.05042262440651,44.5633840657307,7.32112738222719,"Declined",522,110
"T1419","2020-2025","EB-tree",-2.95865228021605,-0.0134158155050996,-0.498622538115751,1.14591559026165,34.6957775940332,20.2126777726707,"Declined",429,59
"T1420","2020-2025","EB-tree",-1.72852837816851,-0.198098015599895,-0.199716215899971,1.05042262440651,28.0749319614103,20.5628186474729,"Declined",554,172
"T1501","2020-2025","DB-tree",-2.81768301223818,0.00223650183031981,-0.916116073377873,1.01859163578813,53.7943707650606,15.5971844230057,"Declined",224,25
"T1502","2020-2025","EB-tree",-1.15141992951033,-0.137176940286429,-0.330682795457954,1.11408460164327,66.2084563262285,16.0746492522814,"Declined",72,30
"T1503","2020-2025","EB-tree",-1.63583418732411,-0.292453103948904,-0.54265893137514,1.11408460164327,60.3197234318283,7.4484513367007,"Declined",75,15
"T1504","2020-2025","EB-tree",-2.95910754670636,-0.171106237561923,-0.307417573490369,1.01859163578813,27.0563403256222,11.1726770050511,"Declined",137,14
"T1505","2020-2025","EB-tree",-2.65383348518674,0.0780114331067455,-1.15009329207892,1.11408460164327,64.9352167814933,36.6056369111359,"U-shaped",172,25
"T1506","2020-2025","EB-tree",-3.64397667866378,-0.0881111158988284,0.0517694617838906,1.01859163578813,42.5580317827728,20.6901426019464,"Declined",136,13
"T1507","2020-2025","DB-tree",-3.63415102029517,-0.36050845792642,0.735078657511184,1.08225361302489,70.3464848466177,9.86760647169751,"Unimodal",216,17
"T1508","2020-2025","EB-tree",-3.18557556899404,0.0393486876266397,-0.707309677563886,1.01859163578813,52.5211312203255,40.1070456591576,"U-shaped",232,28
"T1509","2020-2025","DB-tree",-2.32714384351341,-0.537867603389159,0.782561455923213,1.01859163578813,56.8183146838066,7.35295837084557,"Unimodal",245,42
"T1510","2020-2025","DB-tree",-2.44482956092045,-0.072076990202806,-1.292823063373,1.01859163578813,61.2746530903797,8.94450780176452,"Declined",236,29
"T1511","2020-2025","DB-tree",-2.44911320283731,-0.158010822809226,-0.576449309393644,1.08225361302489,50.7067648690779,7.03464848466177,"Declined",175,25
"T1512","2020-2025","DB-tree",-3.45793475380391,-0.504281710458948,1.33432786180644,1.01859163578813,49.4971873015795,6.20704278058392,"Unimodal",169,18
"T1513","2020-2025","EB-tree",-3.01405672230792,0.00344585642253444,-0.2141952587534,1.01859163578813,44.3723981340204,28.9025376654882,"Declined",280,52
"T1514","2020-2025","EB-tree",-2.59515362346037,-0.0164532625948947,-0.877774087717382,1.01859163578813,37.2422566835035,10.3450713009732,"Declined",446,66
"T1515","2020-2025","DB-tree",-3.19023352285694,-0.00894959540061738,-1.02871831072015,1.01859163578813,47.9056378706605,9.54929658551372,"Declined",493,44
"T1516","2020-2025","DB-tree",-3.5686110045094,0.0211749459886829,-0.385491020099482,1.01859163578813,47.3008490869113,28.6478897565412,"U-shaped",319,32
"T1517","2020-2025","EB-tree",-3.19186178295779,-0.0452175571018976,-0.152380994027733,1.01859163578813,37.4650736038322,19.0349311937907,"Declined",414,60
"T1518","2020-2025","DB-tree",-2.56844155469025,0.00825750082383311,-0.920513625807285,1.01859163578813,42.9718346348117,8.91267681314614,"Declined",431,74
"T1519","2020-2025","EB-tree",-2.26260767556391,0.0527870531578395,-0.889815945105894,1.01859163578813,35.4915523094927,23.3321146572719,"U-shaped",401,101
"T1520","2020-2025","EB-tree",-2.58659004301464,0.0189561519592952,-0.46759011651398,1.01859163578813,42.0487359648787,42.0487359648787,"U-shaped",447,100
"T1601","2020-2025","DB-tree",-3.83205574756378,-0.64976724189119,1.51534930300037,1.17774657888003,82.8242323850223,7.16197243913529,"Unimodal",101,5
"T1602","2020-2025","EB-tree",-2.5522405448264,-0.155938051266773,-0.317925787126254,1.17774657888003,51.8845114479579,12.8278884132068,"Declined",139,18
"T1603","2020-2025","DB-tree",-4.24500027906912,-0.246190802680536,1.34776998545545,1.08225361302489,87.0577538712668,14.2602829010338,"Unimodal",129,15
"T1604","2020-2025","EB-tree",-2.53287433465285,-0.0882698370266777,-0.36902115121013,1.11408460164327,65.0943717245852,14.5467617985992,"Declined",212,37
"T1605","2020-2025","EB-tree",-2.99688379617086,0.0602939114837685,-1.1098087315382,0.954929658551372,69.0732453018826,31.3853547777218,"U-shaped",318,36
"T1606","2020-2025","EB-tree",-3.31189332916866,-0.15923234908493,-0.109742313198912,0.986760647169751,83.301697214298,11.841127766037,"Declined",190,18
"T1607","2020-2025","EB-tree",-3.27773376402033,0.00915357075379317,-0.350937202605973,1.01859163578813,41.5712711356031,39.0247920461327,"U-shaped",186,24
"T1608","2020-2025","DB-tree",-3.15995152278644,-0.132582581745897,-0.102486075199779,0.986760647169751,75.7577529117422,11.9047897432738,"Declined",197,24
"T1609","2020-2025","EB-tree",-3.17007279788245,-0.0241484313272573,-0.332258279907341,1.01859163578813,34.7276085826516,27.374650211806,"Declined",125,16
"T1610","2020-2025","EB-tree",-2.70807267758422,-0.182061068105057,-0.834619661373069,0.986760647169751,41.5076091583663,8.94450780176452,"Declined",133,12
"T1611","2020-2025","EB-tree",-2.62020358935108,-0.944870230406746,1.65833508369514,0.954929658551372,62.5478926351149,5.25211312203255,"Unimodal",169,18
"T1612","2020-2025","EB-tree",-3.02202815483729,-0.0728364360204922,-0.564907392345526,1.08225361302489,51.3115536528271,13.4963391741927,"Declined",201,21
"T1613","2020-2025","DB-tree",-2.85831590190594,0.0338411805667069,-0.87858207951161,0.986760647169751,49.3380323584876,18.2073254897128,"U-shaped",265,37
"T1614","2020-2025","DB-tree",-2.45722592438917,-0.0391093180160812,-0.83273098495402,0.986760647169751,70.0281749604339,18.0163395580026,"Declined",272,42
"T1615","2020-2025","EB-tree",-2.83942967852089,0.137744929370167,-1.70626322212677,1.08225361302489,46.2185954738864,31.0352139029196,"U-shaped",225,21
"T1616","2020-2025","EB-tree",-2.7720720368505,-0.117538719812328,-0.347717058352141,1.11408460164327,52.8394411065093,10.7270431643937,"Declined",340,49
"T1617","2020-2025","EB-tree",-2.53795427747678,0.0824152795483036,-1.20554948152325,1.14591559026165,49.5926802674346,39.1839469892246,"U-shaped",326,48
"T1618","2020-2025","EB-tree",-2.93022522550996,-0.132692963659302,0.246664503085328,1.08225361302489,41.6031021242214,11.1408460164327,"Unimodal",374,71
"T1619","2020-2025","EB-tree",-2.3530918044274,-0.0234951462419986,-0.838683107474966,1.01859163578813,39.7887357729738,12.095775674984,"Declined",333,64
"T1620","2020-2025","DB-tree",-2.64916204114025,0.0570497423821102,-0.839178508835978,1.05042262440651,43.6084544071793,43.6084544071793,"U-shaped",322,55
"T1701","2020-2025","EB-tree",-2.47714998761976,-1.05874605147316,2.03094156208298,1.11408460164327,40.4253555453414,6.30253574643906,"Unimodal",169,20
"T1702","2020-2025","DB-tree",-2.83891828511742,0.0996196895800117,-1.68126176302304,1.01859163578813,56.7546527065699,28.3295798703574,"U-shaped",77,8
"T1703","2020-2025","DB-tree",-3.32213976849041,-0.131820231078856,0.481609239416245,1.01859163578813,70.9831046189853,10.663381187157,"Unimodal",72,12
"T1704","2020-2025","DB-tree",-2.87200601626654,0.105130124053217,-1.02069203677098,1.01859163578813,61.3383150676165,61.3383150676165,"U-shaped",89,15
"T1705","2020-2025","EB-tree",-4.02217963287339,-4.45211272947929,11.5183118494881,1.08225361302489,62.2295827489311,3.5014087480217,"Unimodal",157,4
"T1706","2020-2025","EB-tree",-3.22456226523431,-0.0955527554837214,0.29081737828695,1.11408460164327,40.8391583973803,10.9816910733408,"Unimodal",133,23
"T1707","2020-2025","DB-tree",-2.34996943973589,-2.1092407413465,5.20321535216926,1.17774657888003,76.7126825702936,4.2653524748628,"Unimodal",95,14
"T1708","2020-2025","EB-tree",-2.9776322038091,-0.358199007656289,0.548725753150879,1.01859163578813,85.4662044403478,7.95774715459477,"Unimodal",184,24
"T1709","2020-2025","EB-tree",-3.90686765249378,-0.0652486331834494,0.00666227195803425,1.01859163578813,46.1549334966496,21.9633821466816,"Declined",147,11
"T1710","2020-2025","EB-tree",-3.14162514717132,-0.0295840289605575,-0.54237542671523,1.01859163578813,45.9002855877026,19.6397199775399,"Declined",130,14
"T1711","2020-2025","EB-tree",-4.07014967355291,-0.0350609983862022,0.357701024037982,1.08225361302489,58.9191599326197,16.3611281498468,"Unimodal",176,19
"T1712","2020-2025","EB-tree",-3.43515538548838,0.0543743924904587,-0.77018152623704,1.01859163578813,45.3591587811902,27.5338051548979,"U-shaped",168,15
"T1713","2020-2025","EB-tree",-2.86066658172414,0.00751219637076223,-0.674189666189802,1.05042262440651,36.6374678997543,25.52845287194,"Declined",118,16
"T1714","2020-2025","EB-tree",-1.98742052297116,-0.680708194577158,0.720875398211446,1.01859163578813,43.9267642933631,5.41126806512444,"Unimodal",205,36
"T1715","2020-2025","DB-tree",-3.39715987841744,-0.162299841652667,0.0201374898908859,1.01859163578813,52.2028213341417,10.2814093237364,"Declined",302,28
"T1716","2020-2025","EB-tree",-3.89451292470926,-0.181311915481055,0.415840834456805,1.01859163578813,56.8183146838066,15.5016914571506,"Unimodal",323,25
"T1717","2020-2025","EB-tree",-2.73915660025032,-0.0531468314371127,-0.313442587484727,1.11408460164327,42.3352148624442,14.1329589465603,"Declined",354,62
"T1718","2020-2025","EB-tree",-3.52645094855839,-0.221875019260375,0.885158753703715,1.11408460164327,49.5926802674346,12.095775674984,"Unimodal",265,39
"T1719","2020-2025","EB-tree",-2.02931909306123,-0.115579907560933,-0.105381237446117,1.01859163578813,40.4890175225782,26.1332416556892,"Declined",180,57
"T1720","2020-2025","EB-tree",-2.20412284131594,-0.369329792424481,0.389148095119378,1.08225361302489,41.1892992721825,9.5811275741321,"Declined",313,71
"T1801","2020-2025","EB-tree",-2.80233631286464,-0.0303660789093454,-0.874314424178318,1.05042262440651,52.3619762772336,16.7431000132674,"Declined",275,33
"T1802","2020-2025","EB-tree",-1.75208408332288,-0.729455705674512,0.184894805142825,1.01859163578813,41.8577500331685,7.32112738222719,"Declined",375,55
"T1803","2020-2025","EB-tree",-2.63638151215915,0.0342525738014546,-1.76223099592942,1.01859163578813,50.2929620170389,8.27605704077856,"Declined",289,27
"T1804","2020-2025","EB-tree",-2.44484622141411,0.105668449414738,-1.96286018409507,1.05042262440651,55.3859201959796,27.4383121890428,"U-shaped",300,28
"T1805","2020-2025","EB-tree",-3.11385169560232,0.157815978544848,-1.18780231455273,1.01859163578813,29.5073264492374,27.0881713142406,"U-shaped",305,35
"T1806","2020-2025","EB-tree",-2.07362554774151,-0.0258265442239546,-0.79226521442883,1.01859163578813,63.3436673505743,26.9926783483854,"Declined",287,65
"T1807","2020-2025","EB-tree",-1.90979402848621,-0.276252472348487,-0.59253386583103,1.01859163578813,49.4971873015795,6.36619772367581,"Declined",265,52
"T1808","2020-2025","DB-tree",-2.92557514812063,-0.000734318403592329,-0.485143383974665,1.11408460164327,69.7098650742502,33.5180310151532,"Declined",263,38
"T1809","2020-2025","DB-tree",-3.04918786691134,-0.221059719831077,-0.0725011406236453,1.11408460164327,52.5847931975622,7.63943726841098,"Declined",189,18
"T1810","2020-2025","EB-tree",-0.970563043813781,-0.837965457311439,0.606559764557555,1.11408460164327,61.1791601245246,6.0797188261104,"Declined",219,58
"T1811","2020-2025","EB-tree",-1.52067843943023,-1.71651287976519,3.04208383958848,1.14591559026165,52.6802861634174,4.32901445209955,"Unimodal",113,15
"T1812","2020-2025","EB-tree",-3.23867531947495,0.0140702907518937,-0.751697721534175,1.05042262440651,58.7281740009094,25.9422557239789,"U-shaped",226,21
"T1813","2020-2025","DB-tree",-2.80935638847438,-1.05393977707981,2.68920941249438,1.05042262440651,51.4070466186822,7.48028232531908,"Unimodal",256,39
"T1814","2020-2025","EB-tree",-3.17527587537929,-0.172570293339929,0.254018133531729,1.05042262440651,54.749300423612,8.46704297248883,"Unimodal",263,35
"T1815","2020-2025","EB-tree",-3.28678947262211,0.043192160296617,-0.719781564774196,1.05042262440651,57.2957795130823,42.653524748628,"U-shaped",247,26
"T1816","2020-2025","EB-tree",-3.71425764685337,-0.201290000156661,0.908665669073514,1.05042262440651,47.2690180982929,15.1197195937301,"Unimodal",217,29
"T1817","2020-2025","DB-tree",-2.42066105143973,-0.499810543260421,0.728267109176119,1.11408460164327,54.5901454805201,5.09295817894065,"Unimodal",325,58
"T1818","2020-2025","EB-tree",-3.06579951601882,-0.174109980209334,0.411796579386762,1.08225361302489,44.085919236455,13.5281701628111,"Unimodal",266,44
"T1819","2020-2025","EB-tree",-2.44300263716281,-0.0318279426834678,-0.495199778394904,1.01859163578813,55.2267652528877,29.7619743581844,"Declined",225,47
"T1820","2020-2025","EB-tree",-1.52445548826227,-0.01550034211405,-0.684568460802982,1.01859163578813,35.1095804460721,22.2816920328653,"Declined",293,112
"T1901","2020-2025","EB-tree",-0.214584276524131,-3.17860026174752,5.57838359914619,1.08225361302489,57.2957795130823,4.32901445209955,"Unimodal",313,47
"T1902","2020-2025","EB-tree",-2.28469419012743,0.10241265130865,-1.92601434096128,0.986760647169751,63.0253574643906,21.326762374314,"U-shaped",394,48
"T1903","2020-2025","DB-tree",-3.19751206631456,-0.0108219380166459,-0.40415042328868,1.01859163578813,56.9774696268985,16.456621115702,"Declined",406,52
"T1904","2020-2025","DB-tree",-2.45402777730506,0.0678491399824304,-1.25103970660772,1.05042262440651,58.8873289440013,45.7092996559923,"U-shaped",348,48
"T1905","2020-2025","EB-tree",-2.601191193324,-0.130256718865193,-0.733916620804767,1.01859163578813,46.6323983259253,10.5042262440651,"Declined",390,48
